dataset,algorithm_profile,version,mode,threads,top_k,max_neighbors,cooccur_schedule,cooccur_chunk,recommend_schedule,recommend_chunk,runs,median_load_ms,min_load_ms,max_load_ms,stdev_load_ms,median_cooccur_compute_ms,min_cooccur_compute_ms,max_cooccur_compute_ms,stdev_cooccur_compute_ms,median_merge_ms,min_merge_ms,max_merge_ms,stdev_merge_ms,median_normalization_ms,min_normalization_ms,max_normalization_ms,stdev_normalization_ms,median_adjacency_ms,min_adjacency_ms,max_adjacency_ms,stdev_adjacency_ms,median_truncate_ms,min_truncate_ms,max_truncate_ms,stdev_truncate_ms,median_recommend_ms,min_recommend_ms,max_recommend_ms,stdev_recommend_ms,median_evaluate_ms,min_evaluate_ms,max_evaluate_ms,stdev_evaluate_ms,median_algorithm_ms,min_algorithm_ms,max_algorithm_ms,stdev_algorithm_ms,median_end_to_end_ms,min_end_to_end_ms,max_end_to_end_ms,stdev_end_to_end_ms,speedup,efficiency,graph_edge_entries,max_degree,active_users,candidate_shortage_users,empty_candidate_users,total_candidates,max_candidates,hit_rate,recall,cooccur_checksum,recommendation_checksum
medium,fast-normalization-full,openmp,openmp,1,10,0,dynamic,64,dynamic,16,3,357.0,322.0,360.0,21.1266025033211,286.0,276.0,313.0,19.139836293274122,32.0,32.0,33.0,0.5773502691896257,84.0,79.0,93.0,7.094598884597588,407.0,389.0,417.0,14.189197769195175,0.0,0.0,0.0,0.0,4445.0,4278.0,4950.0,349.88045577501657,0.0,0.0,0.0,0.0,5197.0,4985.0,5676.0,353.9929377826626,5557.0,5307.0,6033.0,368.8161240148447,0.9522801616317106,0.9522801616317106,5225290,13996,5000,0,1,83335836,26075,0.8428125,0.31472267698,14472467716660838659,17408454852844037599
medium,fast-normalization-full,openmp,openmp,2,10,0,dynamic,64,dynamic,16,3,336.0,323.0,377.0,28.18391976523729,190.0,177.0,210.0,16.62327685305558,60.0,47.0,61.0,7.810249675906654,88.0,84.0,91.0,3.511884584284246,400.0,387.0,415.0,14.011899704655802,0.0,0.0,0.0,0.0,2525.0,2319.0,2542.0,124.1329931968129,0.0,0.0,0.0,0.0,3153.0,2969.0,3211.0,126.34872377669669,3489.0,3292.0,3588.0,150.67957171870822,1.569616238503013,0.7848081192515065,5225290,13996,5000,0,1,83335836,26075,0.8428125,0.31472267698,14472467716660838659,17408454852844037599
medium,fast-normalization-full,openmp,openmp,4,10,0,dynamic,64,dynamic,16,3,334.0,321.0,387.0,34.961884007206095,108.0,104.0,114.0,5.033222956847166,103.0,94.0,106.0,6.244997998398398,84.0,82.0,101.0,10.44030650891055,428.0,404.0,429.0,14.153915830374764,0.0,0.0,0.0,0.0,1445.0,1394.0,1689.0,157.67159964094148,0.0,0.0,11.0,6.3508529610858835,2093.0,2000.0,2325.0,167.3808033596844,2447.0,2321.0,2712.0,199.57538258345724,2.3645484949832776,0.5911371237458194,5225290,13996,5000,0,1,83335836,26075,0.8428125,0.31472267698,14472467716660838659,17408454852844037599
medium,fast-normalization-full,openmp,openmp,8,10,0,dynamic,64,dynamic,16,3,331.0,329.0,332.0,1.5275252316519468,65.0,61.0,70.0,4.509249752822894,144.0,140.0,156.0,8.32666399786453,85.0,79.0,97.0,9.16515138991168,406.0,400.0,412.0,6.0,0.0,0.0,0.0,0.0,818.0,771.0,834.0,32.74650108535771,0.0,0.0,1.0,0.5773502691896257,1431.0,1380.0,1466.0,43.24735059322517,1762.0,1730.0,1796.0,33.005050118630834,3.458420684835779,0.4323025856044724,5225290,13996,5000,0,1,83335836,26075,0.8428125,0.31472267698,14472467716660838659,17408454852844037599
medium,fast-normalization-full,serial,serial,1,10,0,none,64,none,16,3,332.0,332.0,347.0,8.660254037844387,269.0,265.0,271.0,3.0550504633038935,0.0,0.0,0.0,0.0,77.0,65.0,100.0,17.7857620959388,385.0,383.0,420.0,20.808652046684813,0.0,0.0,0.0,0.0,4297.0,4287.0,4588.0,170.968808071336,0.0,0.0,0.0,0.0,4949.0,4937.0,5279.0,194.08245670333008,5281.0,5269.0,5627.0,203.31584624257238,1.0,1.0,5225290,13996,5000,0,1,83335836,26075,0.8428125,0.31472267698,14472467716660838659,17408454852844037599
