dataset,algorithm_profile,version,mode,threads,top_k,max_neighbors,cooccur_schedule,cooccur_chunk,recommend_schedule,recommend_chunk,runs,median_load_ms,min_load_ms,max_load_ms,stdev_load_ms,median_cooccur_compute_ms,min_cooccur_compute_ms,max_cooccur_compute_ms,stdev_cooccur_compute_ms,median_merge_ms,min_merge_ms,max_merge_ms,stdev_merge_ms,median_normalization_ms,min_normalization_ms,max_normalization_ms,stdev_normalization_ms,median_adjacency_ms,min_adjacency_ms,max_adjacency_ms,stdev_adjacency_ms,median_truncate_ms,min_truncate_ms,max_truncate_ms,stdev_truncate_ms,median_recommend_ms,min_recommend_ms,max_recommend_ms,stdev_recommend_ms,median_evaluate_ms,min_evaluate_ms,max_evaluate_ms,stdev_evaluate_ms,median_algorithm_ms,min_algorithm_ms,max_algorithm_ms,stdev_algorithm_ms,median_end_to_end_ms,min_end_to_end_ms,max_end_to_end_ms,stdev_end_to_end_ms,speedup,efficiency,graph_edge_entries,max_degree,active_users,candidate_shortage_users,empty_candidate_users,total_candidates,max_candidates,hit_rate,recall,cooccur_checksum,recommendation_checksum
medium,fast-normalization-topN,openmp,openmp,8,10,50,dynamic,64,dynamic,16,3,335.0,320.0,368.0,24.55605831561735,68.0,65.0,72.0,3.511884584284246,157.0,155.0,159.0,2.0,80.0,79.0,109.0,17.039170558842745,476.0,468.0,503.0,18.339392937971894,367.0,363.0,367.0,2.309401076758503,45.0,44.0,61.0,9.539392014169456,0.0,0.0,0.0,0.0,748.0,736.0,789.0,27.79088579612628,1115.0,1075.0,1138.0,31.879983270593687,1.4064171122994653,0.17580213903743316,1052186,50,5000,0,1,4794337,4955,0.84125,0.308845818812,14472467716660838659,10638739464929963357
medium,fast-normalization-topN,serial,serial,1,10,50,none,64,none,16,3,353.0,329.0,364.0,17.897858344878397,285.0,278.0,304.0,13.45362404707371,0.0,0.0,0.0,0.0,80.0,74.0,93.0,9.71253485622231,484.0,470.0,485.0,8.386497083606082,372.0,364.0,374.0,5.291502622129181,291.0,263.0,295.0,17.435595774162696,0.0,0.0,2.0,1.1547005383792515,1052.0,1039.0,1064.0,12.503332889007368,1403.0,1381.0,1419.0,19.078784028338912,1.0,1.0,1052186,50,5000,0,1,4794337,4955,0.84125,0.308845818812,14472467716660838659,10638739464929963357
