"run_id","timestamp","dataset","algorithm_profile","version","mode","threads","repeat","run","warmup","top_k","max_neighbors","popular_fallback","schedule","cooccur_schedule","cooccur_chunk","recommend_schedule","recommend_chunk","orders","prior_rows","train_rows","products","users","unique_pairs","pair_events","graph_edge_entries","max_degree","active_users","candidate_shortage_users","empty_candidate_users","total_candidates","max_candidates","load_ms","cooccur_compute_ms","merge_ms","normalization_ms","adjacency_ms","truncate_ms","recommend_ms","evaluate_ms","algorithm_ms","end_to_end_ms","hit_rate","recall","cooccur_checksum","recommendation_checksum","status"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:09.8777498+08:00","medium","fast-normalization-topN","serial","serial","1","1","1","0","10","20","0","none","none","64","none","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","343","321","0","78","426","331","133","0","880","1223","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:11.2238655+08:00","medium","fast-normalization-topN","openmp","openmp","1","1","1","0","10","20","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","384","283","35","79","465","354","141","0","924","1308","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:12.4292393+08:00","medium","fast-normalization-topN","openmp","openmp","2","1","1","0","10","20","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","349","208","63","86","439","330","80","0","790","1145","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:13.5440382+08:00","medium","fast-normalization-topN","openmp","openmp","4","1","1","0","10","20","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","335","107","105","99","483","351","31","0","726","1061","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:14.6552853+08:00","medium","fast-normalization-topN","openmp","openmp","8","1","1","0","10","20","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","331","65","155","107","473","341","26","0","719","1055","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:15.9612329+08:00","medium","fast-normalization-topN","serial","serial","1","2","2","0","10","20","0","none","none","64","none","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","370","299","0","69","450","350","134","0","883","1253","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:17.2218431+08:00","medium","fast-normalization-topN","openmp","openmp","1","2","2","0","10","20","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","329","288","26","85","458","341","117","0","889","1218","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:18.4089242+08:00","medium","fast-normalization-topN","openmp","openmp","2","2","2","0","10","20","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","338","205","47","106","475","353","58","0","785","1139","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:19.5156143+08:00","medium","fast-normalization-topN","openmp","openmp","4","2","2","0","10","20","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","330","100","116","109","467","340","47","0","730","1060","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:20.6065889+08:00","medium","fast-normalization-topN","openmp","openmp","8","2","2","0","10","20","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","361","67","149","90","452","331","31","0","699","1060","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:21.8611298+08:00","medium","fast-normalization-topN","serial","serial","1","3","3","0","10","20","0","none","none","64","none","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","347","276","0","113","477","348","111","0","864","1211","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:23.2062665+08:00","medium","fast-normalization-topN","openmp","openmp","1","3","3","0","10","20","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","326","338","46","92","453","345","141","0","978","1304","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:24.3806328+08:00","medium","fast-normalization-topN","openmp","openmp","2","3","3","0","10","20","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","352","199","45","94","439","329","67","0","750","1118","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:25.4720435+08:00","medium","fast-normalization-topN","openmp","openmp","4","3","3","0","10","20","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","322","115","107","99","478","352","41","0","741","1063","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
"20260717-204702-medium-fast-normalization-top20","2026-07-17T20:47:26.6097069+08:00","medium","fast-normalization-topN","openmp","openmp","8","3","3","0","10","20","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","512879","20","5000","0","1","2199930","2746","345","66","146","102","506","356","21","0","739","1084","0.8403125","0.30534367814","14472467716660838659","12366360528550456351","ok"
