"run_id","timestamp","dataset","algorithm_profile","version","mode","threads","repeat","run","warmup","top_k","max_neighbors","popular_fallback","schedule","cooccur_schedule","cooccur_chunk","recommend_schedule","recommend_chunk","orders","prior_rows","train_rows","products","users","hardware_threads","omp_max_threads","unique_pairs","pair_events","graph_edge_entries","max_degree","active_users","candidate_shortage_users","empty_candidate_users","total_candidates","max_candidates","load_ms","cooccur_compute_ms","merge_ms","normalization_ms","adjacency_ms","truncate_ms","recommend_ms","evaluate_ms","algorithm_ms","end_to_end_ms","hit_rate","precision","recall","f1","ndcg","mrr","micro_precision","micro_recall","cooccur_checksum","recommendation_checksum","status"
"20260718-003812014-small-fast-normalization-top50","2026-07-18T00:38:12.4935774+08:00","small","fast-normalization-top50","serial","serial","1","1","1","0","10","50","0","none","none","64","none","16","2995","26575","1327","6170","201","16","16","129071","180902","163199","50","200","1","1","150905","1985","37","16","0","0","34","34","19","0","69","106","0.84375","0.26328125","0.29056230148","0.243906905937","0.354670307241","0.563126240079","0.258064516129","0.247174076865","18436125889662285428","2935700278542294852","ok"
"20260718-003812014-small-fast-normalization-top50","2026-07-18T00:38:12.6708036+08:00","small","fast-normalization-top50","openmp","openmp","4","1","1","0","10","50","0","dynamic","dynamic","64","dynamic","16","2995","26575","1327","6170","201","16","4","129071","180902","163199","50","200","1","1","150905","1985","30","16","3","0","37","33","6","0","62","92","0.84375","0.26328125","0.29056230148","0.243906905937","0.354670307241","0.563126240079","0.258064516129","0.247174076865","18436125889662285428","2935700278542294852","ok"
"20260718-003812014-small-fast-normalization-top50","2026-07-18T00:38:12.8063361+08:00","small","fast-normalization-top50","openmp","openmp","1","1","1","0","10","50","0","dynamic","dynamic","64","dynamic","16","2995","26575","1327","6170","201","16","1","129071","180902","163199","50","200","1","1","150905","1985","35","14","4","8","33","25","9","0","60","95","0.84375","0.26328125","0.29056230148","0.243906905937","0.354670307241","0.563126240079","0.258064516129","0.247174076865","18436125889662285428","2935700278542294852","ok"
"20260718-003812014-small-fast-normalization-top50","2026-07-18T00:38:12.9266723+08:00","small","fast-normalization-top50","openmp","openmp","2","1","1","0","10","50","0","dynamic","dynamic","64","dynamic","16","2995","26575","1327","6170","201","16","2","129071","180902","163199","50","200","1","1","150905","1985","40","7","6","2","36","33","8","0","57","97","0.84375","0.26328125","0.29056230148","0.243906905937","0.354670307241","0.563126240079","0.258064516129","0.247174076865","18436125889662285428","2935700278542294852","ok"
