"run_id","timestamp","dataset","algorithm_profile","version","mode","threads","repeat","run","warmup","top_k","max_neighbors","popular_fallback","schedule","cooccur_schedule","cooccur_chunk","recommend_schedule","recommend_chunk","orders","prior_rows","train_rows","products","users","unique_pairs","pair_events","graph_edge_entries","max_degree","active_users","candidate_shortage_users","empty_candidate_users","total_candidates","max_candidates","load_ms","cooccur_compute_ms","merge_ms","normalization_ms","adjacency_ms","truncate_ms","recommend_ms","evaluate_ms","algorithm_ms","end_to_end_ms","hit_rate","recall","cooccur_checksum","recommendation_checksum","status"
"20260717-204922-large-fast-normalization-top20","2026-07-17T20:50:01.7897595+08:00","large","fast-normalization-topN","serial","serial","1","1","1","0","10","20","0","none","none","64","none","16","3421083","32434489","1384617","49685","206210","40749010","238428378","991323","20","206209","0","1","52435370","2635","15609","10938","0","1535","8390","6570","3526","9","22854","38472","0.835499089239","0.293497320476","13699575145743775109","16409816309120631303","ok"
"20260717-204922-large-fast-normalization-top20","2026-07-17T20:50:32.9138692+08:00","large","fast-normalization-topN","openmp","openmp","8","1","1","0","10","20","0","dynamic","dynamic","64","dynamic","16","3421083","32434489","1384617","49685","206210","40749010","238428378","991323","20","206209","0","1","52435370","2635","14630","2732","3981","1564","8572","6542","587","10","15872","30575","0.835499089239","0.293497320476","13699575145743775109","16409816309120631303","ok"
