dataset,algorithm_profile,version,mode,threads,top_k,max_neighbors,cooccur_schedule,cooccur_chunk,recommend_schedule,recommend_chunk,runs,median_load_ms,min_load_ms,max_load_ms,stdev_load_ms,median_cooccur_compute_ms,min_cooccur_compute_ms,max_cooccur_compute_ms,stdev_cooccur_compute_ms,median_merge_ms,min_merge_ms,max_merge_ms,stdev_merge_ms,median_normalization_ms,min_normalization_ms,max_normalization_ms,stdev_normalization_ms,median_adjacency_ms,min_adjacency_ms,max_adjacency_ms,stdev_adjacency_ms,median_truncate_ms,min_truncate_ms,max_truncate_ms,stdev_truncate_ms,median_recommend_ms,min_recommend_ms,max_recommend_ms,stdev_recommend_ms,median_evaluate_ms,min_evaluate_ms,max_evaluate_ms,stdev_evaluate_ms,median_algorithm_ms,min_algorithm_ms,max_algorithm_ms,stdev_algorithm_ms,median_end_to_end_ms,min_end_to_end_ms,max_end_to_end_ms,stdev_end_to_end_ms,speedup,efficiency,graph_edge_entries,max_degree,active_users,candidate_shortage_users,empty_candidate_users,total_candidates,max_candidates,hit_rate,recall,cooccur_checksum,recommendation_checksum
medium,fast-normalization-topN,openmp,openmp,8,10,20,guided,64,guided,16,3,357.0,321.0,368.0,24.583192089989723,68.0,62.0,74.0,6.0,155.0,137.0,162.0,12.897028081435403,98.0,78.0,99.0,11.846237095944574,459.0,455.0,465.0,5.033222956847166,351.0,334.0,351.0,9.814954576223638,21.0,21.0,23.0,1.1547005383792515,0.0,0.0,0.0,0.0,700.0,685.0,717.0,16.010413278030438,1060.0,1042.0,1072.0,15.0996688705415,1.24,0.155,512879,20,5000,0,1,2199930,2746,0.8403125,0.30534367814,14472467716660838659,12366360528550456351
medium,fast-normalization-topN,serial,serial,1,10,20,none,64,none,16,3,348.0,346.0,352.0,3.0550504633038935,285.0,273.0,297.0,12.0,0.0,0.0,0.0,0.0,80.0,79.0,116.0,21.07921567168317,452.0,448.0,481.0,18.0092568789868,353.0,340.0,357.0,8.888194417315589,133.0,128.0,135.0,3.605551275463989,0.0,0.0,0.0,0.0,868.0,853.0,911.0,30.105370506494907,1220.0,1199.0,1259.0,30.44667469527666,1.0,1.0,512879,20,5000,0,1,2199930,2746,0.8403125,0.30534367814,14472467716660838659,12366360528550456351
