dataset,version,threads,schedule,runs,median_load_ms,median_cooccur_compute_ms,median_merge_ms,median_adjacency_ms,median_recommend_ms,median_algorithm_ms,median_end_to_end_ms,speedup,efficiency,hit_rate_at_10,recall_at_10,cooccur_checksum,recommendation_checksum
medium,openmp,1,dynamic,3,384.0,335.0,12961.0,336.0,6848.0,20490.0,20876.0,0.35758906783796973,0.35758906783796973,0.8428125,0.31472267698,14472467716660838659,17408454852844037599
medium,openmp,2,dynamic,3,371.0,204.0,118.0,355.0,3366.0,4065.0,4429.0,1.802460024600246,0.901230012300123,0.8428125,0.31472267698,14472467716660838659,17408454852844037599
medium,openmp,4,dynamic,3,409.0,112.0,109.0,351.0,1994.0,2561.0,2996.0,2.8609918000780943,0.7152479500195236,0.8428125,0.31472267698,14472467716660838659,17408454852844037599
medium,openmp,8,dynamic,3,390.0,69.0,125.0,352.0,1007.0,1560.0,1960.0,4.6967948717948715,0.5870993589743589,0.8428125,0.31472267698,14472467716660838659,17408454852844037599
medium,serial,1,none,3,400.0,319.0,0.0,338.0,6669.0,7327.0,7721.0,1.0,1.0,0.8428125,0.31472267698,14472467716660838659,17408454852844037599
