"run_id","timestamp","dataset","algorithm_profile","version","mode","threads","repeat","run","warmup","top_k","max_neighbors","popular_fallback","schedule","cooccur_schedule","cooccur_chunk","recommend_schedule","recommend_chunk","orders","prior_rows","train_rows","products","users","unique_pairs","pair_events","graph_edge_entries","max_degree","active_users","candidate_shortage_users","empty_candidate_users","total_candidates","max_candidates","load_ms","cooccur_compute_ms","merge_ms","normalization_ms","adjacency_ms","truncate_ms","recommend_ms","evaluate_ms","algorithm_ms","end_to_end_ms","hit_rate","recall","cooccur_checksum","recommendation_checksum","status"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:13.0243287+08:00","medium","fast-normalization-top50","serial","serial","1","1","1","0","10","50","0","none","none","64","none","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","321","262","0","75","454","359","235","0","951","1287","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:14.3920188+08:00","medium","fast-normalization-top50","openmp","openmp","1","1","1","0","10","50","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","317","264","37","80","450","354","234","0","985","1317","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:15.6130876+08:00","medium","fast-normalization-top50","openmp","openmp","2","1","1","0","10","50","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","326","178","64","97","474","352","125","0","841","1167","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:16.7402407+08:00","medium","fast-normalization-top50","openmp","openmp","4","1","1","0","10","50","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","310","98","93","95","478","351","87","0","756","1082","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:17.8462292+08:00","medium","fast-normalization-top50","openmp","openmp","8","1","1","0","10","50","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","317","73","136","80","475","364","41","0","725","1058","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:19.1517766+08:00","medium","fast-normalization-top50","serial","serial","1","2","2","0","10","50","0","none","none","64","none","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","316","270","0","68","450","365","236","8","956","1280","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:20.5037193+08:00","medium","fast-normalization-top50","openmp","openmp","1","2","2","0","10","50","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","322","247","53","79","449","350","249","0","998","1320","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:21.7302500+08:00","medium","fast-normalization-top50","openmp","openmp","2","2","2","0","10","50","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","321","199","50","73","483","354","130","0","862","1184","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:22.8406513+08:00","medium","fast-normalization-top50","openmp","openmp","4","2","2","0","10","50","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","338","94","96","80","476","365","85","0","751","1089","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:23.9440845+08:00","medium","fast-normalization-top50","openmp","openmp","8","2","2","0","10","50","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","323","65","139","72","483","369","43","0","730","1053","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:25.2530487+08:00","medium","fast-normalization-top50","serial","serial","1","3","3","0","10","50","0","none","none","64","none","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","319","261","0","83","456","358","245","0","962","1281","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:26.6179165+08:00","medium","fast-normalization-top50","openmp","openmp","1","3","3","0","10","50","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","319","270","34","80","466","355","247","0","1017","1336","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:27.8529084+08:00","medium","fast-normalization-top50","openmp","openmp","2","3","3","0","10","50","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","318","196","56","79","482","372","132","0","866","1184","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:28.9693850+08:00","medium","fast-normalization-top50","openmp","openmp","4","3","3","0","10","50","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","333","104","101","71","472","372","74","0","751","1090","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
"20260717-210005-medium-fast-normalization-top50","2026-07-17T21:00:30.1043825+08:00","medium","fast-normalization-top50","openmp","openmp","8","3","3","0","10","50","0","dynamic","dynamic","64","dynamic","16","81832","761750","33782","29330","5001","2612645","5535466","1052186","50","5000","0","1","4794337","4955","359","63","146","100","471","350","58","0","738","1097","0.84125","0.308845818812","14472467716660838659","10638739464929963357","ok"
