dataset,algorithm_profile,version,mode,threads,top_k,max_neighbors,cooccur_schedule,cooccur_chunk,recommend_schedule,recommend_chunk,runs,median_load_ms,min_load_ms,max_load_ms,stdev_load_ms,median_cooccur_compute_ms,min_cooccur_compute_ms,max_cooccur_compute_ms,stdev_cooccur_compute_ms,median_merge_ms,min_merge_ms,max_merge_ms,stdev_merge_ms,median_normalization_ms,min_normalization_ms,max_normalization_ms,stdev_normalization_ms,median_adjacency_ms,min_adjacency_ms,max_adjacency_ms,stdev_adjacency_ms,median_truncate_ms,min_truncate_ms,max_truncate_ms,stdev_truncate_ms,median_recommend_ms,min_recommend_ms,max_recommend_ms,stdev_recommend_ms,median_evaluate_ms,min_evaluate_ms,max_evaluate_ms,stdev_evaluate_ms,median_algorithm_ms,min_algorithm_ms,max_algorithm_ms,stdev_algorithm_ms,median_end_to_end_ms,min_end_to_end_ms,max_end_to_end_ms,stdev_end_to_end_ms,speedup,efficiency,graph_edge_entries,max_degree,active_users,candidate_shortage_users,empty_candidate_users,total_candidates,max_candidates,hit_rate,recall,cooccur_checksum,recommendation_checksum
medium,fast-normalization-topN,openmp,openmp,8,10,20,dynamic,64,dynamic,16,3,340.0,333.0,356.0,11.789826122551595,66.0,64.0,71.0,3.605551275463989,147.0,142.0,151.0,4.509249752822894,96.0,92.0,108.0,8.32666399786453,470.0,469.0,475.0,3.2145502536643185,350.0,346.0,354.0,4.0,20.0,20.0,22.0,1.1547005383792515,0.0,0.0,0.0,0.0,710.0,696.0,711.0,8.386497083606082,1061.0,1049.0,1068.0,9.60902353693305,1.2507042253521128,0.1563380281690141,512879,20,5000,0,1,2199930,2746,0.8403125,0.30534367814,14472467716660838659,12366360528550456351
medium,fast-normalization-topN,serial,serial,1,10,20,none,64,none,16,3,357.0,343.0,361.0,9.451631252505218,300.0,273.0,323.0,25.02665245959462,0.0,0.0,0.0,0.0,82.0,73.0,83.0,5.507570547286102,445.0,434.0,456.0,11.0,356.0,336.0,356.0,11.547005383792515,140.0,131.0,146.0,7.54983443527075,0.0,0.0,1.0,0.5773502691896257,888.0,869.0,891.0,11.930353445448853,1231.0,1230.0,1249.0,10.692676621563626,1.0,1.0,512879,20,5000,0,1,2199930,2746,0.8403125,0.30534367814,14472467716660838659,12366360528550456351
