"run_id","timestamp","dataset","algorithm_profile","version","mode","threads","repeat","run","warmup","top_k","max_neighbors","popular_fallback","schedule","cooccur_schedule","cooccur_chunk","recommend_schedule","recommend_chunk","orders","prior_rows","train_rows","products","users","unique_pairs","pair_events","graph_edge_entries","max_degree","active_users","candidate_shortage_users","empty_candidate_users","total_candidates","max_candidates","load_ms","cooccur_compute_ms","merge_ms","normalization_ms","adjacency_ms","truncate_ms","recommend_ms","evaluate_ms","algorithm_ms","end_to_end_ms","hit_rate","recall","cooccur_checksum","recommendation_checksum","status"
"20260717-205439-small-fast-normalization-top20","2026-07-17T20:54:39.6122261+08:00","small","fast-normalization-top20","serial","serial","1","1","1","0","10","20","0","none","none","64","none","16","2995","26575","1327","6170","201","129071","180902","96666","20","200","1","1","77258","1174","20","0","0","0","16","16","16","0","32","52","0.8515625","0.288727264793","18436125889662285428","8037987120522134648","ok"
"20260717-205439-small-fast-normalization-top20","2026-07-17T20:54:39.6855521+08:00","small","fast-normalization-top20","openmp","openmp","2","1","1","0","10","20","0","dynamic","dynamic","64","dynamic","16","2995","26575","1327","6170","201","129071","180902","96666","20","200","1","1","77258","1174","11","15","1","0","16","16","6","0","38","49","0.8515625","0.288727264793","18436125889662285428","8037987120522134648","ok"
