dataset,algorithm_profile,version,mode,threads,top_k,max_neighbors,cooccur_schedule,cooccur_chunk,recommend_schedule,recommend_chunk,runs,median_load_ms,min_load_ms,max_load_ms,stdev_load_ms,median_cooccur_compute_ms,min_cooccur_compute_ms,max_cooccur_compute_ms,stdev_cooccur_compute_ms,median_merge_ms,min_merge_ms,max_merge_ms,stdev_merge_ms,median_normalization_ms,min_normalization_ms,max_normalization_ms,stdev_normalization_ms,median_adjacency_ms,min_adjacency_ms,max_adjacency_ms,stdev_adjacency_ms,median_truncate_ms,min_truncate_ms,max_truncate_ms,stdev_truncate_ms,median_recommend_ms,min_recommend_ms,max_recommend_ms,stdev_recommend_ms,median_evaluate_ms,min_evaluate_ms,max_evaluate_ms,stdev_evaluate_ms,median_algorithm_ms,min_algorithm_ms,max_algorithm_ms,stdev_algorithm_ms,median_end_to_end_ms,min_end_to_end_ms,max_end_to_end_ms,stdev_end_to_end_ms,speedup,efficiency,graph_edge_entries,max_degree,active_users,candidate_shortage_users,empty_candidate_users,total_candidates,max_candidates,hit_rate,recall,cooccur_checksum,recommendation_checksum
medium,fast-normalization-topN,openmp,openmp,8,10,100,dynamic,64,dynamic,16,3,332.0,329.0,397.0,38.42308333974947,65.0,64.0,68.0,2.0816659994661326,154.0,143.0,168.0,12.529964086141668,90.0,89.0,100.0,6.082762530298219,507.0,498.0,528.0,15.394804318340652,381.0,371.0,388.0,8.54400374531753,87.0,84.0,91.0,3.511884584284246,0.0,0.0,0.0,0.0,826.0,797.0,834.0,19.467922333931785,1159.0,1129.0,1231.0,52.421369688324624,1.4818401937046004,0.18523002421307505,1661206,100,5000,0,1,8515560,7518,0.8396875,0.310919533357,14472467716660838659,5500258205964588772
medium,fast-normalization-topN,serial,serial,1,10,100,none,64,none,16,3,357.0,330.0,363.0,17.578395831246947,283.0,273.0,291.0,9.018499505645789,0.0,0.0,0.0,0.0,80.0,80.0,82.0,1.1547005383792515,499.0,486.0,500.0,7.810249675906654,389.0,384.0,401.0,8.736894948054104,454.0,418.0,455.0,21.07921567168317,0.0,0.0,0.0,0.0,1224.0,1190.0,1245.0,27.75487945088815,1554.0,1553.0,1602.0,28.005951748393294,1.0,1.0,1661206,100,5000,0,1,8515560,7518,0.8396875,0.310919533357,14472467716660838659,5500258205964588772
