run_id,timestamp,dataset,algorithm_profile,version,mode,threads,repeat,run,warmup,top_k,max_neighbors,merge_buckets,popular_fallback,schedule,cooccur_schedule,cooccur_chunk,merge_strategy,recommend_schedule,recommend_chunk,proc_bind,places,runner_elapsed_ms,orders,prior_rows,train_rows,products,users,hardware_threads,omp_max_threads,unique_pairs,pair_events,graph_edge_entries,max_degree,active_users,candidate_shortage_users,empty_candidate_users,total_candidates,max_candidates,load_ms,cooccur_compute_ms,merge_ms,normalization_ms,adjacency_ms,truncate_ms,recommend_ms,evaluate_ms,algorithm_ms,end_to_end_ms,hit_rate,precision,recall,f1,ndcg,mrr,micro_precision,micro_recall,cooccur_checksum,recommendation_checksum,status
20260718-211306917-large-fast-normalization-top50-mb1,2026-07-18T21:17:09.720960+08:00,large,fast-normalization-top50,serial,serial,1,1,1,0,10,50,0,0,none,none,64,serial,none,16,spread,cores,52353.41496113688,3421083,32434489,1384617,49685,206210,48,48,40749010,238428378,2449985,50,206209,0,1,105073213,4831,15075.437,12492.877,0.0,1583.069,16812.698,14693.828,7536.738,53.558,36842.313,51975.404,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-211306917-large-fast-normalization-top50-mb1,2026-07-18T21:18:02.944391+08:00,large,fast-normalization-top50,serial,serial,1,2,2,0,10,50,0,0,none,none,64,serial,none,16,spread,cores,53223.30062743276,3421083,32434489,1384617,49685,206210,48,48,40749010,238428378,2449985,50,206209,0,1,105073213,4831,14598.763,12752.63,0.0,1696.697,17435.386,15163.827,7987.955,55.294,38175.972,52834.27,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-211306917-large-fast-normalization-top50-mb1,2026-07-18T21:18:31.766554+08:00,large,fast-normalization-top50,openmp,openmp,32,1,1,0,10,50,1,0,dynamic,dynamic,64,bucket-serial,dynamic,16,spread,cores,28821.9753918238,3421083,32434489,1384617,49685,206210,48,32,40749010,238428378,2449985,50,206209,0,1,105073213,4831,14863.937,1952.783,8488.537,207.99,932.332,595.803,1471.711,58.23,12845.364,27791.127,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-211306917-large-fast-normalization-top50-mb1,2026-07-18T21:19:00.209992+08:00,large,fast-normalization-top50,openmp,openmp,48,1,1,0,10,50,1,0,dynamic,dynamic,64,bucket-serial,dynamic,16,spread,cores,28443.303171079606,3421083,32434489,1384617,49685,206210,48,48,40749010,238428378,2449985,50,206209,0,1,105073213,4831,14235.335,1970.854,8722.324,269.149,1065.47,663.34,1297.27,55.322,13055.918,27396.186,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-211306917-large-fast-normalization-top50-mb1,2026-07-18T21:19:27.010361+08:00,large,fast-normalization-top50,openmp,openmp,16,1,1,0,10,50,1,0,dynamic,dynamic,64,bucket-serial,dynamic,16,spread,cores,26800.23855669424,3421083,32434489,1384617,49685,206210,48,16,40749010,238428378,2449985,50,206209,0,1,105073213,4831,14294.258,2374.225,6412.077,158.815,1194.185,967.053,1722.723,55.923,11703.21,26073.729,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-211306917-large-fast-normalization-top50-mb1,2026-07-18T21:19:55.978670+08:00,large,fast-normalization-top50,openmp,openmp,8,1,1,0,10,50,1,0,dynamic,dynamic,64,bucket-serial,dynamic,16,spread,cores,28968.177404720336,3421083,32434489,1384617,49685,206210,48,8,40749010,238428378,2449985,50,206209,0,1,105073213,4831,15049.764,4246.271,4539.832,231.877,2045.149,1708.853,2387.086,49.578,13218.338,28333.624,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-211306917-large-fast-normalization-top50-mb1,2026-07-18T21:20:22.199288+08:00,large,fast-normalization-top50,openmp,openmp,24,1,1,0,10,50,1,0,dynamic,dynamic,64,bucket-serial,dynamic,16,spread,cores,26220.49847105518,3421083,32434489,1384617,49685,206210,48,24,40749010,238428378,2449985,50,206209,0,1,105073213,4831,13660.274,1984.302,7701.885,159.418,892.166,630.34,922.669,53.853,11501.022,25236.324,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-211306917-large-fast-normalization-top50-mb1,2026-07-18T21:20:50.416633+08:00,large,fast-normalization-top50,openmp,openmp,32,2,2,0,10,50,1,0,dynamic,dynamic,64,bucket-serial,dynamic,16,spread,cores,28217.201651073992,3421083,32434489,1384617,49685,206210,48,32,40749010,238428378,2449985,50,206209,0,1,105073213,4831,14284.412,1805.053,8758.995,182.441,857.532,573.556,1373.365,54.618,12794.946,27157.645,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-211306917-large-fast-normalization-top50-mb1,2026-07-18T21:21:15.691219+08:00,large,fast-normalization-top50,openmp,openmp,16,2,2,0,10,50,1,0,dynamic,dynamic,64,bucket-serial,dynamic,16,spread,cores,25274.45848379284,3421083,32434489,1384617,49685,206210,48,16,40749010,238428378,2449985,50,206209,0,1,105073213,4831,13931.604,2138.949,5731.251,144.907,1113.862,902.496,1561.525,51.969,10545.587,24547.794,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-211306917-large-fast-normalization-top50-mb1,2026-07-18T21:21:43.890150+08:00,large,fast-normalization-top50,openmp,openmp,48,2,2,0,10,50,1,0,dynamic,dynamic,64,bucket-serial,dynamic,16,spread,cores,28198.805523104966,3421083,32434489,1384617,49685,206210,48,48,40749010,238428378,2449985,50,206209,0,1,105073213,4831,14163.168,1966.574,8604.284,263.522,1033.369,662.623,1284.125,78.365,12888.351,27157.694,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
