run_id,timestamp,dataset,algorithm_profile,version,mode,threads,repeat,run,warmup,top_k,max_neighbors,popular_fallback,schedule,cooccur_schedule,cooccur_chunk,recommend_schedule,recommend_chunk,runner_elapsed_ms,orders,prior_rows,train_rows,products,users,hardware_threads,omp_max_threads,unique_pairs,pair_events,graph_edge_entries,max_degree,active_users,candidate_shortage_users,empty_candidate_users,total_candidates,max_candidates,load_ms,cooccur_compute_ms,merge_ms,normalization_ms,adjacency_ms,truncate_ms,recommend_ms,evaluate_ms,algorithm_ms,end_to_end_ms,hit_rate,precision,recall,f1,ndcg,mrr,micro_precision,micro_recall,cooccur_checksum,recommendation_checksum,status
20260718-004012214-small-fast-normalization-top50,2026-07-18T00:40:12.371647+08:00,small,fast-normalization-top50,serial,serial,1,1,1,0,10,50,0,none,none,64,none,16,149.4136000110302,2995,26575,1327,6170,201,16,16,129071,180902,163199,50,200,1,1,150905,1985,40.0,17.0,0.0,0.0,30.0,28.0,18.0,0.0,65.0,105.0,0.84375,0.26328125,0.29056230148,0.243906905937,0.354670307241,0.563126240079,0.258064516129,0.247174076865,18436125889662285428,2935700278542294852,ok
20260718-004012214-small-fast-normalization-top50,2026-07-18T00:40:12.503030+08:00,small,fast-normalization-top50,openmp,openmp,4,1,1,0,10,50,0,dynamic,dynamic,64,dynamic,16,136.81999998516403,2995,26575,1327,6170,201,16,4,129071,180902,163199,50,200,1,1,150905,1985,56.0,7.0,9.0,0.0,41.0,36.0,4.0,0.0,61.0,117.0,0.84375,0.26328125,0.29056230148,0.243906905937,0.354670307241,0.563126240079,0.258064516129,0.247174076865,18436125889662285428,2935700278542294852,ok
20260718-004012214-small-fast-normalization-top50,2026-07-18T00:40:12.654622+08:00,small,fast-normalization-top50,openmp,openmp,1,1,1,0,10,50,0,dynamic,dynamic,64,dynamic,16,141.152800002601,2995,26575,1327,6170,201,16,1,129071,180902,163199,50,200,1,1,150905,1985,39.0,9.0,0.0,16.0,39.0,23.0,24.0,0.0,72.0,111.0,0.84375,0.26328125,0.29056230148,0.243906905937,0.354670307241,0.563126240079,0.258064516129,0.247174076865,18436125889662285428,2935700278542294852,ok
20260718-004012214-small-fast-normalization-top50,2026-07-18T00:40:12.781793+08:00,small,fast-normalization-top50,openmp,openmp,2,1,1,0,10,50,0,dynamic,dynamic,64,dynamic,16,128.38499998906627,2995,26575,1327,6170,201,16,2,129071,180902,163199,50,200,1,1,150905,1985,35.0,12.0,0.0,15.0,47.0,32.0,6.0,0.0,65.0,100.0,0.84375,0.26328125,0.29056230148,0.243906905937,0.354670307241,0.563126240079,0.258064516129,0.247174076865,18436125889662285428,2935700278542294852,ok
