run_id,timestamp,dataset,algorithm_profile,version,mode,threads,repeat,run,warmup,top_k,max_neighbors,merge_buckets,popular_fallback,schedule,cooccur_schedule,cooccur_chunk,merge_strategy,recommend_schedule,recommend_chunk,proc_bind,places,runner_elapsed_ms,orders,prior_rows,train_rows,products,users,hardware_threads,omp_max_threads,unique_pairs,pair_events,graph_edge_entries,max_degree,active_users,candidate_shortage_users,empty_candidate_users,total_candidates,max_candidates,load_ms,cooccur_compute_ms,merge_ms,normalization_ms,adjacency_ms,truncate_ms,recommend_ms,evaluate_ms,algorithm_ms,end_to_end_ms,hit_rate,precision,recall,f1,ndcg,mrr,micro_precision,micro_recall,cooccur_checksum,recommendation_checksum,status
20260718-215457945-large-fast-normalization-top50-mb384,2026-07-18T21:58:35.399186+08:00,large,fast-normalization-top50,serial,serial,1,1,1,0,10,50,0,0,none,none,64,serial,none,16,spread,cores,51938.48185380921,3421083,32434489,1384617,49685,206210,48,48,40749010,238428378,2449985,50,206209,0,1,105073213,4831,13800.384,12872.816,0.0,1699.581,17098.768,14822.963,7711.126,54.04,37682.71,51541.214,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-215457945-large-fast-normalization-top50-mb384,2026-07-18T21:59:28.421343+08:00,large,fast-normalization-top50,serial,serial,1,2,2,0,10,50,0,0,none,none,64,serial,none,16,spread,cores,53022.02282100916,3421083,32434489,1384617,49685,206210,48,48,40749010,238428378,2449985,50,206209,0,1,105073213,4831,14489.414,12585.853,0.0,1761.266,17685.012,15329.439,7813.197,55.246,38084.061,52632.953,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-215457945-large-fast-normalization-top50-mb384,2026-07-18T21:59:50.144190+08:00,large,fast-normalization-top50,openmp,openmp,32,1,1,0,10,50,384,0,dynamic,dynamic,64,bucket-parallel,dynamic,16,spread,cores,21722.67340682447,3421083,32434489,1384617,49685,206210,48,32,40749010,238428378,2449985,50,206209,0,1,105073213,4831,14895.009,3567.367,328.606,162.639,786.9,567.364,1068.977,52.733,5751.85,20869.917,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-215457945-large-fast-normalization-top50-mb384,2026-07-18T22:00:12.375258+08:00,large,fast-normalization-top50,openmp,openmp,48,1,1,0,10,50,384,0,dynamic,dynamic,64,bucket-parallel,dynamic,16,spread,cores,22230.935829225928,3421083,32434489,1384617,49685,206210,48,48,40749010,238428378,2449985,50,206209,0,1,105073213,4831,13743.937,4980.976,451.541,207.905,970.552,693.561,924.807,54.746,7327.876,21349.212,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-215457945-large-fast-normalization-top50-mb384,2026-07-18T22:00:34.955864+08:00,large,fast-normalization-top50,openmp,openmp,16,1,1,0,10,50,384,0,dynamic,dynamic,64,bucket-parallel,dynamic,16,spread,cores,22580.47761209309,3421083,32434489,1384617,49685,206210,48,16,40749010,238428378,2449985,50,206209,0,1,105073213,4831,14586.832,3767.682,486.113,150.497,1146.401,933.228,1503.065,53.656,6903.261,21629.882,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-215457945-large-fast-normalization-top50-mb384,2026-07-18T22:01:00.807783+08:00,large,fast-normalization-top50,openmp,openmp,8,1,1,0,10,50,384,0,dynamic,dynamic,64,bucket-parallel,dynamic,16,spread,cores,25851.783219724894,3421083,32434489,1384617,49685,206210,48,8,40749010,238428378,2449985,50,206209,0,1,105073213,4831,14284.63,4900.948,694.121,257.295,2189.969,1819.841,2575.221,53.735,10360.259,24834.933,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-215457945-large-fast-normalization-top50-mb384,2026-07-18T22:01:21.094721+08:00,large,fast-normalization-top50,openmp,openmp,24,1,1,0,10,50,384,0,dynamic,dynamic,64,bucket-parallel,dynamic,16,spread,cores,20286.81263886392,3421083,32434489,1384617,49685,206210,48,24,40749010,238428378,2449985,50,206209,0,1,105073213,4831,14009.647,2467.211,334.796,159.524,842.399,625.071,1561.28,53.86,5205.686,19405.906,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-215457945-large-fast-normalization-top50-mb384,2026-07-18T22:01:41.671678+08:00,large,fast-normalization-top50,openmp,openmp,32,2,2,0,10,50,384,0,dynamic,dynamic,64,bucket-parallel,dynamic,16,spread,cores,20576.81531785056,3421083,32434489,1384617,49685,206210,48,32,40749010,238428378,2449985,50,206209,0,1,105073213,4831,14043.024,3113.376,337.138,170.813,801.789,573.233,1191.362,55.571,5443.665,19711.083,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-215457945-large-fast-normalization-top50-mb384,2026-07-18T22:02:04.648876+08:00,large,fast-normalization-top50,openmp,openmp,16,2,2,0,10,50,384,0,dynamic,dynamic,64,bucket-parallel,dynamic,16,spread,cores,22977.074277121574,3421083,32434489,1384617,49685,206210,48,16,40749010,238428378,2449985,50,206209,0,1,105073213,4831,14561.43,3647.723,447.615,149.115,1138.637,929.277,2090.966,54.469,7324.94,22026.326,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
20260718-215457945-large-fast-normalization-top50-mb384,2026-07-18T22:02:30.328544+08:00,large,fast-normalization-top50,openmp,openmp,48,2,2,0,10,50,384,0,dynamic,dynamic,64,bucket-parallel,dynamic,16,spread,cores,25679.536167066544,3421083,32434489,1384617,49685,206210,48,48,40749010,238428378,2449985,50,206209,0,1,105073213,4831,17925.967,4272.393,406.289,208.26,967.26,703.42,972.225,54.493,6618.167,24823.237,0.83697764635,0.247121005419,0.296935200991,0.232622928552,0.365894573589,0.597135213939,0.247121005419,0.234176671238,13699575145743775109,6859278833209133928,ok
